name,price,image_url,product_code,large_image_url,description
"CACHACA PITU PREMIUM DO BRASIL 38% 0,7L",84.89,gfx/mini/1646050837.4899.jpg,4000269101292,gfx/1646050837.4899.jpg,
"CACHACA LEBLON 40% 0,7L",167.00,gfx/mini/1570713154.9879.jpg,3443210401002,gfx/1570713154.9879.jpg,
"RUM ABUELO XV TAWNY PORT CASK 40% 0,7L GB",390.00,gfx/mini/1681724945.8979.jpg,7451101210509,gfx/1681724945.8979.jpg,"Rum Abuelo XV Tawny Port Cask 0,7l 40%  produkowany w Panamie ze sfermentowanego  . Rum Abuelo powstaje w najstarszej destylarni w Panamie-  Trunek należy do serii   zaprezentowanej w 2015 roku, gdzie każda z edycji została poddana dodatkowemu leżakowaniu.   leżakował przez 15 lat w beczkach po bourbonie, a ostatni rok spędził w beczce po porto Tawny.  To świetna propozycja dla zaawansowanych koneserów rumów, jak i początkujących smakoszy. Dostarcza niezapomnianych wrażeń na podniebieniu, zaskakując wyrazistym smakiem owoców.  Zabutelkowany z mocą 40% abv. Rum Abuelo XV Tawny Port Cask - noty degustacyjne : Bogaty i intensywny. Dojrzałe owoce leśne, suszone czerwone owoce, wiśnie, dąb. : Bogaty w dojrzałe owoce, rodzynki, kakao, karmel. : Długi z rozgrzewającymi nutami dębu."
"RUM ANGOSTURA 7YO DARK 40% 0,7L TRYNIDAD",149.99,gfx/mini/1524138164.5641.jpg,075496331891,gfx/1524138164.5641.jpg,
"RUM ANGOSTURA 5YO GOLD 40% 0,7L TRYNIDAD",129.90,gfx/mini/1524138028.4375.jpg,075496331884,gfx/1524138028.4375.jpg,
"RUM ANGOSTURA 1919 40% 0,7L TRYNIDAD",182.00,gfx/mini/1530696600.5327.jpg,075496331969,gfx/1530696600.5327.jpg,"Rum gold online - RUM ANGOSTURA 1919 40% 0,7L TRYNIDAD"
"RUM ANGOSTURA 1824 40% 0,7L TRYNIDAD",351.01,gfx/mini/1524138098.6839.jpg,075496331952,gfx/1524138098.6839.jpg,"Czarny rum online - RUM ANGOSTURA 1824 40% 0,7L TRYNIDAD"
"RUM ANGOSTURA 1787 40% 0,7L TRYNIDAD",459.00,gfx/mini/1530696580.0061.jpg,0075496332218,gfx/1530696580.0061.jpg,"Rum Angostura 1787 - rum online Bardzo wysokiej jakości rum z gorzelni najbardziej znany z aromatycznych gorzkich aromatów. Butelkowanie bierze swoją nazwę od roku, w którym pierwszy majątek cukru został założony w Lapeyrouse Estate. Rozkoszny rum do popijania, leżakuje od 15 lat w zwęglonych beczkach byłego Bourbona, wyjątkowo długo w upale Karaibów. Rum dostarcza smaków słodkich suszonych owoców, drzewa cedrowego, tłoczonych kwiatów, melasy, cynamonu, toffi, bananów, orzechów kokosowych i boazerii dębowej. Rum o dużym, pikantnym profilu smakowym. Alkohole świata online – rum"
"RUM BACARDI 10YO DIEZ 40% 0,7L",192.00,gfx/mini/1631797088.8575.jpg,7610113005750,gfx/1631797088.8575.jpg,Bacardi Gran Reserva Diez to potężny i złożony rum z rezerwy stworzonej przez Maestros del Ron Cubano. Rum dojrzewa przez co najmniej 10 lat w dębowych beczkach pod karaibskim słońcem. Nuty smakowe to gruszka i banan z nutami drewna i karmelizowanej wanilii.
"RUM AUSTRIAN EMPIRE NAVY RESERVA 1863 0,7L 40%",209.51,gfx/mini/1567500460.396.jpg,0742832644655,gfx/1567500460.396.jpg,"Rum czarny online - RUM AUSTRIAN EMPIRE NAVY RESERVA 1863 0,7L 40% Zainspirowany potęgą Cesarstwa Austriackiego (choć data 1863 r. Później odnosi się do powstania gorzelni Alberta Michlera), jest to mieszanka rumów Barbadosu i Republiki Dominikańskiej w beczkach z dębu amerykańskiego i francuskiego.  Rum używa szerokiej gamy odmian beczułek, przy czym swoją rolę odgrywają beczki Bourbon, sherry, porto i single malt whisky.  Rum dojrzewa w systemie Solera i mówi się, że został stworzony przez „światowej sławy Master Blenderów”.  Bardzo dobry rum średniego szczebla, te butelkowanie serwuje wszystkie klasyczne smaki toffi, spalonego cukru, wanilii, dębu i przypraw."
"RUM APPLETON ESTATE RESERVE BLEND 0,7L 40% JAMAICA",109.00,gfx/mini/1628832882.8291.jpg,5024576190106,gfx/1628832882.8291.jpg,"Wysokiej jakości rum ze słynnej destylarni Appleton Estate. Mieszanka Appleton Estate Reserve została wprowadzona w 2016 roku jako część odnowionej gamy marki. Zastępując ośmiolatka, o podobnym profilu Mieszanka 20 różnych rumów to niezmiennie pyszny jamajski rum. Mieszanka jest nadzorowana przez Joy Spence, pierwszą kobietę mistrza miksowania rumu na świecie, destylarnia lubi mówić, że każdy rum jest „wykonany z Joy”. To orzechowy rum, który zawiera dużo pikantnych dębów i słodkiego brązowego cukru, wraz z nutami owoców tropikalnych i cytrusów oraz odrobiną jamajskiego luzu."
"RUM ANGOSTURA TAMBOO SPICED 40% 0,7L KARAIBY",125.90,gfx/mini/1690459982.0061.jpg,075496333536,gfx/1690459982.0061.jpg,"Rum Angostura Tamboo Spiced Rum Angostura Tamboo Spiced to nowość wyprodukowana przez zespół The House of Angostura. Złoty rum wytwarzany z wysokiej jakości składników z dodatkiem karaibskich przypraw. Inspiracją do stworzenia rumu był duch karnawału w Trynidadzie i Tobago, jeden z najbardziej popularnych karnawałów na świecie. Maskarada, wolność, muzyka w rytmie soca i niezapomniane przeżycia. Daj się ponieść przygodzie i przygotuj się na niezwykłe doznania smakowe z rumem Angostura Tamboo Spiced! Rum Angostura Tamboo Spiced - noty degustacyjne : Bogaty, wanilia, przyprawy korzenne, jabłka w karmelu, niuanse kardamonu i cynamonu. : Zbalansowany i rozgrzewający. Nuty piernika i cynamonu, akcenty gałki muszkatołowej i czarnego kardamonu. : Średnio długi z nutami marcepanu."
"RUM ADMIRAL RODNEY HMS FORMIDABLE 40% 0,7L",389.00,gfx/mini/1676644007.1461.jpg,5060184940863,gfx/1676644007.1461.jpg,"Rum Admiral Rodney HMS Formidable 0,7l 40%"
"RUM BARRACUDA SILVER 38% 0,7L",84.00,gfx/mini/1688992083.63.jpg,6412700165745,gfx/1688992083.63.jpg,"Rum Barracuda Silver Barracuda Silver to biały rum mieszany produkowany na Karaibach. Przyjemny trunek, idealny na do drinków i na imprezy. Świetny rum na spotkania w gronie przyjaciół. Dużą zaletą jest przystępna cena, dzięki której rum jest osiągalny dla każdego konsumenta."
"RUM BACARDI 4YO ANEJO QUATRO 0,7L 40%",79.00,gfx/mini/1611300888.1896.jpg,7610113001417,gfx/1611300888.1896.jpg,"Pod względem aromatu i smaku rum Bacardi 4 Years Anejo Cuatro ucieleśnia wszystko, czego można oczekiwać od typowego rumu karaibskiego z jego wiekiem. Nie jest ani zbyt złożony, ani zbyt jednostronny, ani zbyt intensywny, ani zbyt łagodny. Delikatna, czarująca waniliowa słodycz łączy się z owocowym, serdecznym wydźwiękiem. Rezonują przyprawy takie jak goździki i nuta dębu. Bogaty, harmonijny rum Bacardi 4 Years Anejo Cuatro wyróżnia się również miodem i morelami. Ten mieszany rum nadaje się tak samo do napojów, jak i do delektowania się lodem."
"RUM BARRACUDA GOLD 38% 0,7L",84.00,gfx/mini/1683882807.2659.jpg,6412700165721,gfx/1683882807.2659.jpg,"Rum Barracuda Gold 0,7l 38% Barracuda Gold to lekki rum produkowany na rajskiej Dominikanie. Produkowany z soku z trzciny cukrowej lub melasy, dojrzewany w beczkach od 2 do 20 lat. Intensywny rum w stylu jamajskim z dużą ilością nut arakowych i trawiastych. Świetny do blendowania w ulubionym egzotycznym koktajlu, na przykład do cuba libre lub z sokiem z mango czy papai. Zabutelkowany z mocą 38% abv."
RUM BACARDI SPICED 0.7L 35% PUERTO RICO,59.90,gfx/mini/1631794491.3573.jpg,5010677024204,gfx/1631794491.3573.jpg,"Wykonany  z  dojrzałego   rumu   i  z  odrobiną   dymu  z  beczek  z  wypalonego   dębu   amerykańskiego , BACARDÍ  Spiced to rum  zmieszany  z  naturalnymi   aromatami   i   przyprawami , aby  uzyskać   odważny , ale  łagodny   smak .  BACARDI ® Spiced ma  zarówno   lekkie , jak  i   głębokie   nuty ,  dzięki   czemu   idealnie   nadaje   się  do  mieszania   przyprawionych   napojów   rumowych .  ​ BACARDÍ Spiced  zawiera   wyraźne   nuty   kremowej   pysznej   wanilii ,  drzewnego   i   subtelnego   miodu  w  środkowej   palecie   oraz naturalne   przyprawowe   wykończenie   cynamonem   i   gałką   muszkatołową,  ten  rum jest  idealny  do  delektowania   się   colą . ​ Aromat:  wanilia i cynamon.  ​ Smak:  słodki i pikantny.  ​ Finisz:  czarny pieprz i krówki.  ​ Mieszanka rumów dojrzewających w wypalanych beczkach  z amerykańskiego dębu połączonych z naturalnymi  aromatami i przyprawami dla uzyskania wyrazistego, ale  gładkiego smaku. ​ ​"
"RUM BACARDI RAZZ 0,7L 32%",59.90,gfx/mini/1627641154.0668.jpg,5010677055154,gfx/1627641154.0668.jpg,"Rum Bacardi Razz 0,7l 32% Karaiby są znane nie tylko jako cel turystyczny wśród najpopularniejszych miejsc na świecie, ale także jako jeden z wiodących regionów produkujących rum na świecie. Firma ma dumną 150-letnią historię. W 1862 roku Hiszpan Don Facundo Bacardi założył firmę w Santiago de Cuba. Następnie Bacardi wyprodukował wyjątkowe rumy o niezwykle popularnym smaku, oparte na zasadzie „procesu równoległego”.  Don Facundo eksperymentował również z nowymi procesami filtracji, takimi jak filtracja przez węgiel drzewny, aby uzyskać szczególnie czyste i łagodne destylaty. Ustanowił także standard dla dojrzałego rumu na świecie, kiedy odkrył, że starzenie się rumu w amerykańskich beczkach z białego dębu daje najlepsze rezultaty.  Logo nietoperza Bacardi zostało zainspirowane nietoperzami żyjącymi w gorzelni. Wkrótce po dojściu do władzy Castro rodzina została zmuszona do opuszczenia kraju i wyemigrowała do Stanów Zjednoczonych. Kilka lat zajęło organizacji i strukturze Bacardi, aby ponownie stanąć prosto i kontynuować produkcję rumu.  Rum Bacardi Razz"
"RUM BACARDI COCONUT 32% 0,7L",65.90,gfx/mini/1658747045.4842.jpg,7610113008744,gfx/1658747045.4842.jpg,"Aromatyzowany rum Bacardi Coconut, doskonały do tworzenia wymyślnych drinków i koktajli. Powstał dzięki połączeniu białego rumu z naturalną esencją prawdziwego kokosa.  Egzotyczny smak pozwala przenieść się do tropikalnego raju i pomaga zrelaksować się po długim dniu. Idealny na imprezy i spotkania z przyjaciółmi, gdzie zachwycać będzie swoim niepowtarzalnym, słodkim charakterem. Na podniebieniu delikatny, nadaje się do picia solo, ale najlepiej smakuje w orzeźwiających, prostych drinkach takich jak Pinacolada.  Spróbuj sam i zamów u nas Bacardi kokosowe!"
"RUM BACARDI CARTA ORO 0,7L 37,5% PUERTO RICO",59.90,gfx/mini/1524138534.308.jpg,5010677028875,gfx/1524138534.308.jpg,"Rum Bacardi Carta Oro 0,7l 37,5%"
"RUM BACARDI CARTA NEGRA 0,7L 37,5% PUERTO RICO",59.90,gfx/mini/1631795113.6009.jpg,5010677039093,gfx/1631795113.6009.jpg,
"RUM BACARDI CARTA BLANCA 37,5% 0,7L PUERTO RICO",62.00,gfx/mini/1481207412.9905.jpg,5010677013147,gfx/1481207412.9905.jpg,
"RUM BACARDI CARTA BLANCA 0,5L 40% PUERTO RICO",52.90,gfx/mini/1659096216.2631.jpg,5010677012522,gfx/1659096216.2631.jpg,
"RUM BACARDI CARTA BLANCA 0,05L 40% MINIATURKA PUERTO RICO",15.90,gfx/mini/1675242299.9745.jpg,50548477,gfx/1675242299.9745.jpg,
"RUM BACARDI 8YO RESERVA OCHO 40% 0,7L",144.00,gfx/mini/1631815571.9048.jpg,7610113001516,gfx/1631815571.9048.jpg,"Utworzony w 1862 roku, Bacardi 8 Year Old pozostał wyłączną domeną rodziny Bacardi przez siedem pokoleń. Używany tylko na najbardziej wyjątkowe okazje, ten złoty rum do popijania jest najstarszą prywatną mieszanką rumów na świecie. Po upublicznieniu go w 1998 roku szybko stał się pożądany przez najlepszych barmanów na świecie. W 1862 r. Don Facundo Bacardi nie tylko ustanowił standardy dla produkcji białego rumu, produkując pierwszy na świecie biały rum premium, ale także wyprodukował szereg rewolucyjnych złotych rumów Bacardi. Wziął te same lekkie i ciężkie rumy, których używał do mieszania Bacardi Superior Rum, i postarzał je dłużej, aby nadać im większą głębię smaku."
"RUM BAYOU MARDI GRAS XO 40% 0,7L",299.00,gfx/mini/1697179257.3468.jpg,849113020563,gfx/1697179257.3468.jpg,"Rum Bayou Mardi Gras XO   produkowany w amerykańskim stanie Luizjana. Wytwarzany z lokalnej trzciny cukrowej z najstarszej cukrowni w USA. Destylowany dwukrotnie i leżakowany co najmniej 5 lat w beczkach z amerykańskiego dębu przy użyciu sytemu Solera. Przez ostatni rok starzony jest w beczkach po sherry Pedro Ximenez.   To luksusowy rum, którym warto delektować się w formie czystej, ewentualnie podanym na lodzie. Zabutelkowany z mocą 40% ABV. Rum Bayou Mardi Gras XO - jak smakuje? : Kwiatowy z nutą drzewa cedrowego, owoce pestkowe, śliwki, drzewo sandałowe i suszone ciemne owoce.  : Złożony i wielowarstwowy. Niuanse pomarańczowej marmolady, ciemne owoce pestkowe, czarna porzeczka, śliwki, dąb z nutą słodkiego miodu. : Długi, lekko wytrawny z nutą miodu, czarnym pieprzem i sherry."
"RUM BOMBARDA FALCONET 8-15 YO 0,7L 43%",237.89,gfx/mini/1687782930.5632.jpg,8710631123000,gfx/1687782930.5632.jpg,"Rum Bombarda Falconet 8-15 years old Rum Bombarda Falconet to wspaniała mieszanka ciemnych rumów produkowanych na Karaibach: Dominikanie, Panamie, Trynidadzie i Gujanie. Rumy powstają bez użycia metody Solera, a następnie dojrzewają przez okres od 8 do 15 lat w dębowych beczkach po bourbonie. Wielokrotnie nagradzany rum, który pozytywnie zaskoczy każdego konesera. Zabutelkowany z mocą 43% abv.  Rum Bombarda Falconet 8-15 YO - noty degustacyjne : Świeży, kiwi, zielony banan, sarsaparilla, cynamon. : Rozgrzewający i lekko wytrawny. Grillowany ananas, tamarynd, ziele angielskie, prażona broszka, cynamon, cukier. : Wytrawny i gorzkawy."
"RUM BOMBARDA CULVERIN 5-8 YO 0,7L 43%",199.90,gfx/mini/1687781911.6882.jpg,8710631122997,gfx/1687781911.6882.jpg,"Rum Bombarda Culverin 5-8 YO Rum Bombarda Culverin produkowany jest na Karaibach, na Dominikanie, Panamie i Barbadosie. Dojrzewa przez okres od 5 do 8 lat w beczkach po bourbonie i z amerykańskiego, białego dębu. To przyjemny, łatwy do picia rum mieszany, dobry do drinków jak i spożywania solo. Zabutelkowany bez dodatku sztucznych barwników z mocą 43% abv.  Rum Bombarda Culverin 5-8 YO - noty degustacyjne : Lody karmelowe, drzewo sandałowe. : Lekki i delikatnie wytrawy z nutami przypraw do pieczenia ciasta, wanilia.  : Nuty pieprzu."
"RUM BOMBARDA CAPITANA 8 YO 0,7L 40%",278.00,gfx/mini/1697201593.0774.jpg,8710631123246,gfx/1697201593.0774.jpg,"Rum Bombarda Capitana 8 YO  produkowany jest w Panamie i został wydany w lipcu 2023 roku. To hołd dla załogi El Rubi Segundo słynnego statku ""Capitana"" z 1733 roku, który zajął znaczącą pozycję we flocie jako okręt flagowy. Wyróżniał się niezwykłym bogactwem, siłą, szybkością, wielkością i potężnym uzbrojeniem. Jego jeden z niewielu przetrwał niszczycielski huragan w 1733 roku i jedyny dopłynął w całości do Hiszpanii. Capitana El Rubi Segundo przekroczyła wszelkie oczekiwania i stała się symbolem morskiej siły.   w beczkach z białego dębu po bourbonie. Zabutelkowany z mocą 40% ABV bez filtracji na zimno, niekoloryzowany, nie cukrzony.  charakteryzujący się niesamowitą fuzją smaków ze wspaniałym uderzeniem tropikalnych owoców.  Rum Bombarda Capitana 8 YO - jak smakuje? : Słodki z niuansami tropikalnych owoców. : Karmel, nuty drzewne, wiśnia, migdały, ziarna kakaowca. : Długi i utrzymujący się."
"RUM BLACK TEARS DRY SPICED 40% 0,7L",118.01,gfx/mini/1647510682.3459.jpg,8500000590294,gfx/1647510682.3459.jpg,"Black Tears to emocjonalna mieszanka kubańskiego rumu i uwodzicielskich kubańskich przypraw. Oparty na rumie Silver Dry z jednej z najlepszych destylarni na wyspie, Black Tears to pierwszy na świecie suchy rum kubański z przyprawami."
"RUM BLACK MAGIC BLACK SPICED 40% 0,7L",124.50,gfx/mini/1681387727.7155.jpg,088004022570,gfx/1681387727.7155.jpg,"Rum Black Magic Black Spiced 0,7l 40% Black Magic powstał na bazie jasnego i ciemnego rumu z dodatkiem różnych przypraw, których kompozycja jest ściśle chronioną tajemnicą producenta. W zapachu i smaku na pierwszy plan oprócz typowych dla rumu akcentów wybijają się goździki, kokos, masło i cynamon. Pełen smak pozwala na picie go solo ale też sprawia że jest idealną bazą do wszystkich koktajli."
"RUM BOTAFOGO ESPRESSO 0,7L 35% KARAIBY",104.89,gfx/mini/1671791024.6364.jpg,3700631900478,gfx/1671791024.6364.jpg,"Rum Botafogo Espresso 0,7l 35%"
"RUM BAYOU WHITE 40% 0,7L",89.00,gfx/mini/1692711169.4578.jpg,0849113020105,gfx/1692711169.4578.jpg,"Rum Bayou White 0,7l  produkowany metodami rzemieślniczymi w stanie Luizjana, USA. Wytwarzany z lokalnej trzciny cukrowej, z najstarszej cukrowni w Stanach Zjednoczonych. Destylowany w alembikach miedzianych typu pot still. Charakteryzuje się delikatną białą barwą ze złotymi refleksami i złożonym, słodkim smakiem. Świetny rum dla wielbicieli subtelnych i jednocześnie zdecydowanych smaków.   Świetnie smakuje również solo.  Rum Bayou White - noty degustacyjne : Delikatny, wata cukrowa, wanilia, banany, lody z owocami, karmel. : Lody owocowe, kokos, bita śmietana, wanilia, słodka śmietanka.  : Subtelny, lekko trawiasty, nuta wanilii."
"RUM BAYOU SPICED COPPER-POT STILL 40% 0,7L",114.00,gfx/mini/1697198795.3666.jpg,849113016535,gfx/1697198795.3666.jpg,"Rum Bayou Spiced Copper Pot Still   produkowany w USA w stanie Luizjana. Wytwarzany z melasy z trzciny cukrowej własnej uprawy. Melasa łączona jest z delikatną mieszanką znakomitych przypraw kreolskich macerowanych 30 dni. Odnajdziemy tam między innymi trzy rodzaje wanilii, cynamon czy słodkie figi. Następnie rum jest leżakowany w beczkach po bourbonie i butelkowany z mocą 40% ABV. Rum Bayou Spiced to niesamowity trunek, który skradł amerykańskie serca i nie tylko.  ! Świetnie smakuje podany w czystej postaci, ale można go też podawać w klasycznych koktajlach, na przykład z Dr Pepper, Colą czy z lemoniadą. Rum Bayou Spiced - jak smakuje? : Słodki cynamon i banan. : Łagodny z nutą klonu, banana, ziela angielskiego, goździków, wanilii i pieprzu. : Złożony z niuansami przypraw kreolskich."
"RUM BAYOU SINGLE BARREL BATCH 3 43,3% 0,7L",169.00,gfx/mini/1697197305.5057.jpg,849113021225,gfx/1697197305.5057.jpg,"Rum Bayou Single Barrel Batch 3 Rum Bayou to wysokiej jakości rum produkowany w stanie Luizjana, USA. Wytwarzany z lokalnie uprawianej trzciny cukrowej. Melasa produkowana jest w najstarszej rodzinnej cukrowni w Stanach Zjednoczonych. , który dojrzewany był przez 5 lat w beczkach po kalifornijskim czerwonym winie. W efekcie otrzymano znakomity rum o intensywnym, bogatym owocowym charakterze. Zabutelkowany z mocą 43,3% ABV. Najlepiej delektować się nim w czystej postaci lub na lodzie.  Rum Bayou Single Barrel Batch #3 : Dąb, śliwki, czerwone jagody i nuta dębu. : Krągły i bogaty z nutą suszonych śliwek, dębu i akcentem ziemnym. : Długi z nutą prażonego dębu i jagód."
"RUM BAYOU SELECT BARREL RESERVE 40% 0,7L",114.00,gfx/mini/1697195578.9607.jpg,849113016511,gfx/1697195578.9607.jpg,"Rum Bayou Select Barrel Reserve  w stanie Luizjana. Wytwarzany jest z lokalnie uprawianej trzciny cukrowej i melasy z najstarszej cukrowni w Stanach Zjednoczonych. Destylowany w alembikach typu pot still i leżakowany minimum 4 latach w beczkach po bourbonie z wykorzystaniem metody Solera. Butelkowany z mocą 40% ABV.  ! Świetnie smakuje podany na lodzie lub w klasycznych koktajlach jak Old Fashioned lub Daiquiri. Rum Bayou Select Barrel Reserve - jak smakuje? : Kremowa wanilia, nuta jabłka, cynamon. : Wytrawny dąb, cynamon, klon.  : Wytrawny z nutą ciemnych owoców i drewna."
"RUM BAYOU PINK 37,5% 0,7L",98.99,gfx/mini/1694606294.5482.jpg,849113021102,gfx/1694606294.5482.jpg,"Rum Bayou Pink 0,7l 37,5% Do tej różowej ekspresji Bayou wykorzystała bazę swojego White Rum, produkowanego w Luizjanie i zmieszała ją z jagodami mayhaw (lokalna cierpka jagoda, wyglądem przypominjąca żurawinę). Wśród tropikalnej słodyczy rumu można znaleźć kilka uroczych, cierpkich nut owocowych.  Aromat jest bardzo przyjemny.  Jest niezwykle bogaty i bardzo zrównoważony w smaku.  Bogate i gładkie."
"RUM BOTAFOGO GREEN APPLE 0,7L 35% KARAIBY",104.89,gfx/mini/1671792109.1627.jpg,3700631900430,gfx/1671792109.1627.jpg,"Rum Botafogo Green Apple 0,7l 35%"
